Parameters,Average Fitness
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4050.733333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4048.4
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4033.8
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4081.4
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3940.9333333333334
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4104.6
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4075.9333333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4041.5333333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4092.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4026.5333333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3923.0
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4021.866666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4064.0666666666666
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4051.5333333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4013.2
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4026.266666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4023.133333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4098.2
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4081.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4080.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4085.3333333333335
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4073.3333333333335
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4089.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4097.066666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4062.3333333333335
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3971.8
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4005.3333333333335
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4108.666666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3992.0
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4107.266666666666
